dataset,method,seed,round,n,norm_missing,fpr,accuracy,floor_n,floor_fp,nonfloor_n,nonfloor_fp,rho_samples_norm,rho_samples_reject,rho_entropy_norm,rho_samples_entropy,rho_samples_norm_nonfloor,rho_samples_reject_nonfloor,accepted_mass_fraction,quartile_gap
fashion_mnist,fed_mdbscan_g,42,25,90,0,0.43333333333333335,0.1998,51,5,39,34,0.724707247397363,0.7505149572225202,0.3517153363959212,0.17905749098262655,0.25983096343818024,0.11585513012042307,0.14199076272283853,0.7930434782608695
fashion_mnist,fed_mdbscan_g,42,26,90,0,0.43333333333333335,0.1998,51,5,39,34,0.7145416335617605,0.7476522173984036,0.3409211053164379,0.2077961963473951,0.29424566058231005,0.0954101071579955,0.1423625386795923,0.7786561264822134
fashion_mnist,fed_mdbscan_g,42,27,90,0,0.4222222222222222,0.1998,53,5,37,33,0.7226104058611261,0.7386847247221874,0.3294676092352955,0.20871351822413525,0.1989212261214723,-0.17120074314944628,0.23223098662842198,0.8214285714285714
fashion_mnist,fed_mdbscan_g,42,28,90,0,0.43333333333333335,0.1998,48,3,42,36,0.7162767802677293,0.7515331815110962,0.33101704460730813,0.21554587076550033,0.2692759614867763,0.005613777397480905,0.20973382910576888,0.7930434782608695
fashion_mnist,fed_mdbscan_g,42,29,90,0,0.4222222222222222,0.1998,52,4,38,34,0.7276758714942648,0.7633548134897853,0.358896626469869,0.19974277142025354,0.1990479841027145,-0.12512144397301483,0.22390810246329626,0.7797619047619048
fashion_mnist,fedavg,137,0,90,0,0.0,0.2394,53,0,37,0,0.08301762727392764,,-0.5996898962159125,-0.028555661665662802,-0.25583876883998924,,1.0,0.0
fashion_mnist,fedavg,137,1,90,0,0.0,0.3803,52,0,38,0,0.6558538176975391,,0.0009251180508084035,-0.021047749045726583,0.1231055426693534,,1.0,0.0
fashion_mnist,fedavg,137,2,90,0,0.0,0.4175,50,0,40,0,0.6572359463342378,,0.12232524348652701,-0.06254861177831872,0.09371921770242606,,1.0,0.0
fashion_mnist,fedavg,137,3,90,0,0.0,0.4258,51,0,39,0,0.6279109459152975,,0.060176102292022644,-0.10118152410164512,0.13583683402183008,,1.0,0.0
fashion_mnist,fedavg,137,4,90,0,0.0,0.4454,51,0,39,0,0.6171295812289251,,0.1466018950413352,-0.057364347002107276,0.10841178312450468,,1.0,0.0
fashion_mnist,fedavg,137,5,90,0,0.0,0.4621,51,0,39,0,0.63621409283248,,0.14350441024089275,-0.048907215421238236,0.20315821543499615,,1.0,0.0
fashion_mnist,fedavg,137,6,90,0,0.0,0.4776,51,0,39,0,0.6095636965933866,,0.16335885287956914,-0.01040307313421627,0.21205526622632936,,1.0,0.0
fashion_mnist,fedavg,137,7,90,0,0.0,0.4923,54,0,36,0,0.6122487472827658,,0.14999943190172513,-0.07950961780815825,0.15933075933075935,,1.0,0.0
fashion_mnist,fedavg,137,8,90,0,0.0,0.4944,50,0,40,0,0.5348416447228527,,0.15624169414831618,-0.012345769370534939,0.11323764005177149,,1.0,0.0
fashion_mnist,fedavg,137,9,90,0,0.0,0.4789,54,0,36,0,0.5370851881500697,,0.2610554109300988,-0.06078207212547846,0.08212125180656302,,1.0,0.0
fashion_mnist,fedavg,137,10,90,0,0.0,0.5123,52,0,38,0,0.5333128491683694,,0.07563880446792574,-0.034089832839916116,0.10483694525457625,,1.0,0.0
fashion_mnist,fedavg,137,11,90,0,0.0,0.5531,53,0,37,0,0.5842052946086674,,0.2501389426280331,-0.034186397722782744,0.09057498581730851,,1.0,0.0
fashion_mnist,fedavg,137,12,90,0,0.0,0.5652,52,0,38,0,0.5468454061746518,,0.16860063676384102,-0.03600131479636327,0.13460275852101125,,1.0,0.0
fashion_mnist,fedavg,137,13,90,0,0.0,0.544,55,0,35,0,0.5700365131765026,,0.2387425079400447,-0.03436013968125949,0.13362280304496094,,1.0,0.0
fashion_mnist,fedavg,137,14,90,0,0.0,0.5783,51,0,39,0,0.5634953552900569,,0.1137896427876871,-0.08793013478606704,0.2639809710349723,,1.0,0.0
fashion_mnist,fedavg,137,15,90,0,0.0,0.5942,55,0,35,0,0.4970500541429012,,0.27110976105239243,-0.015623772763820138,0.11668300996949485,,1.0,0.0
fashion_mnist,fedavg,137,16,90,0,0.0,0.5861,54,0,36,0,0.5236984974079348,,0.18782278949812026,-0.08738235306197542,0.19474836047543864,,1.0,0.0
fashion_mnist,fedavg,137,17,90,0,0.0,0.6011,53,0,37,0,0.5885021525853531,,0.17823371814699882,-0.06315843852480324,0.21302827374272099,,1.0,0.0
fashion_mnist,fedavg,137,18,90,0,0.0,0.6246,52,0,38,0,0.5305825160689299,,0.26493296317406356,-0.0038572371201665914,0.17837601332459216,,1.0,0.0
fashion_mnist,fedavg,137,19,90,0,0.0,0.6189,52,0,38,0,0.5705571580583746,,0.14765536287994402,-0.03006020319030698,0.061063690450995356,,1.0,0.0
fashion_mnist,fedavg,137,20,90,0,0.0,0.6458,52,0,38,0,0.5316453302955574,,0.16300086233400923,-0.05811764454708238,0.16819873158275958,,1.0,0.0
fashion_mnist,fedavg,137,21,90,0,0.0,0.6389,54,0,36,0,0.5502022858147588,,0.2906021730578685,-0.04321717386057139,0.1654009538737202,,1.0,0.0
fashion_mnist,fedavg,137,22,90,0,0.0,0.6372,51,0,39,0,0.5440132406361927,,0.1671656242196945,-0.010871846973116437,0.08533252397194906,,1.0,0.0
fashion_mnist,fedavg,137,23,90,0,0.0,0.6661,51,0,39,0,0.5017397278090527,,0.2090131916236554,-0.028145073867439103,0.16307318638055746,,1.0,0.0
fashion_mnist,fedavg,137,24,90,0,0.0,0.6598,53,0,37,0,0.5048298228272199,,0.13924626082424713,-0.06388305332263897,0.09874933334874045,,1.0,0.0
fashion_mnist,fedavg,137,25,90,0,0.0,0.6704,49,0,41,0,0.5387983824735737,,0.21936824467900565,-0.02824392866551099,0.13729418991029127,,1.0,0.0
fashion_mnist,fedavg,137,26,90,0,0.0,0.6795,50,0,40,0,0.5270827151412856,,0.10594636752414474,-0.0015101139455122952,0.1536729531108548,,1.0,0.0
fashion_mnist,fedavg,137,27,90,0,0.0,0.6609,52,0,38,0,0.5176611863139428,,0.20001001114716316,-0.05275685184683282,0.11664934087602731,,1.0,0.0
fashion_mnist,fedavg,137,28,90,0,0.0,0.6761,50,0,40,0,0.4924749954342255,,0.16847299252082495,-0.11664327620655708,0.13997560808387993,,1.0,0.0
fashion_mnist,fedavg,137,29,90,0,0.0,0.6659,54,0,36,0,0.48231807627657997,,0.11168268819086491,0.03929713846118127,0.09151168047780299,,1.0,0.0
fashion_mnist,fedavg,2024,0,90,0,0.0,0.2943,54,0,36,0,-0.3032890279395723,,-0.6676494432869224,-0.05310984865363252,-0.2447876447876448,,1.0,0.0
fashion_mnist,fedavg,2024,1,90,0,0.0,0.3286,51,0,39,0,0.5789092286988695,,-0.4175325119307521,-0.12009059777708876,0.013157894736842106,,1.0,0.0
fashion_mnist,fedavg,2024,2,90,0,0.0,0.3774,53,0,37,0,0.5705984164799327,,-0.12173060821541032,-0.09669358828026033,-0.009720246562351825,,1.0,0.0
fashion_mnist,fedavg,2024,3,90,0,0.0,0.4067,55,0,35,0,0.56600457105222,,-0.10225209121906208,-0.09930483746519293,-0.013165266106442579,,1.0,0.0
fashion_mnist,fedavg,2024,4,90,0,0.0,0.441,52,0,38,0,0.5680958972095365,,-0.03896634151503865,-0.03601820544083053,0.09049130101761681,,1.0,0.0
fashion_mnist,fedavg,2024,5,90,0,0.0,0.4731,54,0,36,0,0.5904677145636111,,-0.09956030139673382,-0.1506719730578016,0.12844272844272847,,1.0,0.0
fashion_mnist,fedavg,2024,6,90,0,0.0,0.496,50,0,40,0,0.5920149145199316,,-0.04823612486038544,-0.05988290520019796,0.1478424015009381,,1.0,0.0
fashion_mnist,fedavg,2024,7,90,0,0.0,0.5075,53,0,37,0,0.5669813693210178,,-0.0672275372373597,-0.1723087305833941,0.1434329065908013,,1.0,0.0
fashion_mnist,fedavg,2024,8,90,0,0.0,0.5234,52,0,38,0,0.5848350505713915,,-0.06289078189686229,-0.11248231194764707,0.13141481562534194,,1.0,0.0
fashion_mnist,fedavg,2024,9,90,0,0.0,0.5334,55,0,35,0,0.5847998692616053,,-0.03674300798481524,-0.11368117460114167,0.23445378151260504,,1.0,0.0
fashion_mnist,fedavg,2024,10,90,0,0.0,0.5461,52,0,38,0,0.5476919045785287,,-0.03894552003857778,-0.09046903279447087,0.13360323886639675,,1.0,0.0
fashion_mnist,fedavg,2024,11,90,0,0.0,0.5509,54,0,36,0,0.5830772233080721,,-0.020198245813127985,-0.051018533284224066,0.11994851994851995,,1.0,0.0
fashion_mnist,fedavg,2024,12,90,0,0.0,0.5546,56,0,34,0,0.5682354309322666,,-0.030982244587776982,-0.13261401623793564,0.1660809778456837,,1.0,0.0
fashion_mnist,fedavg,2024,13,90,0,0.0,0.5417,54,0,36,0,0.578958999878885,,0.026389783271893247,-0.10286856751437967,0.22368082368082373,,1.0,0.0
fashion_mnist,fedavg,2024,14,90,0,0.0,0.5778,52,0,38,0,0.5622688027715835,,-0.036471611620219606,-0.08265063986257126,0.2655651603020024,,1.0,0.0
fashion_mnist,fedavg,2024,15,90,0,0.0,0.5798,53,0,37,0,0.5593597342361616,,-0.014904385697714793,-0.06661951627819276,0.16382171645329538,,1.0,0.0
fashion_mnist,fedavg,2024,16,90,0,0.0,0.6049,53,0,37,0,0.5139067385606146,,0.051426163365108545,-0.013808995898615381,0.11474632527264104,,1.0,0.0
fashion_mnist,fedavg,2024,17,90,0,0.0,0.599,56,0,34,0,0.5387405098992886,,-0.047514228475511205,-0.09363735389718944,0.08510313216195568,,1.0,0.0
fashion_mnist,fedavg,2024,18,90,0,0.0,0.6117,53,0,37,0,0.5507231114281405,,-0.0008104310484663706,-0.061785519570566626,0.21479374110953056,,1.0,0.0
fashion_mnist,fedavg,2024,19,90,0,0.0,0.6164,53,0,37,0,0.5515720102511511,,0.02466067373306195,-0.07060757065021078,0.15457562825983878,,1.0,0.0
fashion_mnist,fedavg,2024,20,90,0,0.0,0.6089,54,0,36,0,0.5298656862681913,,0.04002860336448722,-0.027356749943966446,0.0725868725868726,,1.0,0.0
fashion_mnist,fedavg,2024,21,90,0,0.0,0.6208,53,0,37,0,0.5524024547519224,,0.01539874617509498,-0.08033038455019093,0.18681839734471314,,1.0,0.0
fashion_mnist,fedavg,2024,22,90,0,0.0,0.6085,57,0,33,0,0.5231640177782555,,0.035081033496134305,-0.08440793452548875,0.241644385026738,,1.0,0.0
fashion_mnist,fedavg,2024,23,90,0,0.0,0.6245,56,0,34,0,0.5226609597397341,,0.0019338653438726917,-0.08549857993157532,0.1229946524064171,,1.0,0.0
fashion_mnist,fedavg,2024,24,90,0,0.0,0.6409,54,0,36,0,0.5429919424352618,,0.013953120292263567,-0.09240584234088108,0.16525096525096525,,1.0,0.0
fashion_mnist,fedavg,2024,25,90,0,0.0,0.6203,56,0,34,0,0.506798700798552,,-0.0514619824104276,-0.11969535038379191,0.21252864782276548,,1.0,0.0
fashion_mnist,fedavg,2024,26,90,0,0.0,0.6341,54,0,36,0,0.511831028361593,,0.023773352961818404,-0.06327506073412756,0.25868725868725867,,1.0,0.0
fashion_mnist,fedavg,2024,27,90,0,0.0,0.6335,55,0,35,0,0.5570285512692733,,-0.02349357510713856,-0.10545394425080143,0.30000000000000004,,1.0,0.0
fashion_mnist,fedavg,2024,28,90,0,0.0,0.635,56,0,34,0,0.478276866526111,,-0.07381324804679476,-0.20473394890667948,0.07318563789152024,,1.0,0.0
fashion_mnist,fedavg,2024,29,90,0,0.0,0.6511,55,0,35,0,0.5395449887275421,,-0.018740258793039956,-0.09730630411216236,0.2518207282913165,,1.0,0.0
fashion_mnist,fedavg,42,0,90,0,0.0,0.2037,50,0,40,0,-0.4615093289831701,,-0.5707982332392705,0.23121818414595066,-0.03836952956986212,,1.0,0.0
fashion_mnist,fedavg,42,1,90,0,0.0,0.2203,52,0,38,0,0.6400491177614055,,-0.05162975968532267,0.17390338489413906,0.10570662597208477,,1.0,0.0
fashion_mnist,fedavg,42,2,90,0,0.0,0.2584,50,0,40,0,0.6755208853604739,,-0.006334438199456974,0.1889587171427727,0.0038463342600595285,,1.0,0.0
fashion_mnist,fedavg,42,3,90,0,0.0,0.2973,51,0,39,0,0.6622847359395323,,0.05951673262015771,0.2172062752640227,0.05617693210291781,,1.0,0.0
fashion_mnist,fedavg,42,4,90,0,0.0,0.346,51,0,39,0,0.687949043026729,,0.03313718193345521,0.1730919675200009,0.34910673661795233,,1.0,0.0
fashion_mnist,fedavg,42,5,90,0,0.0,0.4062,49,0,41,0,0.6906469169561007,,0.09793470949976063,0.18829756055848335,0.11916895346466555,,1.0,0.0
fashion_mnist,fedavg,42,6,90,0,0.0,0.4642,49,0,41,0,0.6621444848769228,,0.053812176073473224,0.15461323812891337,0.11341957413084396,,1.0,0.0
fashion_mnist,fedavg,42,7,90,0,0.0,0.4562,49,0,41,0,0.6835370387553343,,0.1268352221308621,0.17041114419940084,0.19887625786537386,,1.0,0.0
fashion_mnist,fedavg,42,8,90,0,0.0,0.5003,52,0,38,0,0.6321788353004555,,0.06419748722379788,0.17516900010183356,0.09060567940464409,,1.0,0.0
fashion_mnist,fedavg,42,9,90,0,0.0,0.5039,51,0,39,0,0.6464493124176449,,0.12426443225045704,0.1924847791788248,0.1710612887458218,,1.0,0.0
fashion_mnist,fedavg,42,10,90,0,0.0,0.5135,52,0,38,0,0.6652965967256396,,0.11621623340707565,0.19856403053482052,0.2134806871648977,,1.0,0.0
fashion_mnist,fedavg,42,11,90,0,0.0,0.5356,51,0,39,0,0.6799767263570892,,0.04796870729565282,0.11601027971879388,0.1422136749632424,,1.0,0.0
fashion_mnist,fedavg,42,12,90,0,0.0,0.5463,49,0,41,0,0.6970017638435111,,0.12969686427338112,0.20155341855482592,0.21995731542271965,,1.0,0.0
fashion_mnist,fedavg,42,13,90,0,0.0,0.5395,52,0,38,0,0.6239878777683375,,0.18718156265119448,0.2047780726848654,0.17935109727561796,,1.0,0.0
fashion_mnist,fedavg,42,14,90,0,0.0,0.5609,48,0,42,0,0.6613318709749797,,0.13832754868073266,0.1735184550673793,0.22535553683259854,,1.0,0.0
fashion_mnist,fedavg,42,15,90,0,0.0,0.5512,49,0,41,0,0.6678521620671712,,0.14401131507753176,0.15131421366968867,0.15296833500288942,,1.0,0.0
fashion_mnist,fedavg,42,16,90,0,0.0,0.5676,49,0,41,0,0.6365453279669578,,0.1658618374603744,0.2043171926656502,0.19338821395581687,,1.0,0.0
fashion_mnist,fedavg,42,17,90,0,0.0,0.5631,50,0,40,0,0.6786497621671397,,0.0609570354901226,0.1488286531202524,0.20845255428907977,,1.0,0.0
fashion_mnist,fedavg,42,18,90,0,0.0,0.5706,53,0,37,0,0.6425518188912026,,0.14401891937715444,0.15813733157472054,0.14959696538643907,,1.0,0.0
fashion_mnist,fedavg,42,19,90,0,0.0,0.5641,50,0,40,0,0.6489163895072657,,0.13420280796175482,0.16518118564474296,0.130212486657625,,1.0,0.0
fashion_mnist,fedavg,42,20,90,0,0.0,0.5633,55,0,35,0,0.6535160791657085,,0.1847389073074446,0.18891852668792863,0.2361344537815126,,1.0,0.0
fashion_mnist,fedavg,42,21,90,0,0.0,0.5782,51,0,39,0,0.6770098596512644,,0.11645728274445255,0.1667456422480702,0.1757173948300276,,1.0,0.0
fashion_mnist,fedavg,42,22,90,0,0.0,0.5792,48,0,42,0,0.6509380958436415,,0.1320309112228966,0.17491790027313983,0.20209878060427927,,1.0,0.0
fashion_mnist,fedavg,42,23,90,0,0.0,0.5661,53,0,37,0,0.6676681514589733,,0.09170409853037736,0.13252087812986413,0.17188240872451396,,1.0,0.0
fashion_mnist,fedavg,42,24,90,0,0.0,0.588,50,0,40,0,0.6392494261941862,,0.1954178757692457,0.1988594990495019,0.14841221461985787,,1.0,0.0
fashion_mnist,fedavg,42,25,90,0,0.0,0.5832,51,0,39,0,0.7208940046067475,,0.16337187792817226,0.17905749098262655,0.3555847972568474,,1.0,0.0
fashion_mnist,fedavg,42,26,90,0,0.0,0.5893,51,0,39,0,0.7231692091357542,,0.15896687921558897,0.2077961963473951,0.39789463080463044,,1.0,0.0
fashion_mnist,fedavg,42,27,90,0,0.0,0.5795,53,0,37,0,0.6931848368714164,,0.17212488814723656,0.20871351822413525,0.18125777994024506,,1.0,0.0
fashion_mnist,fedavg,42,28,90,0,0.0,0.6042,48,0,42,0,0.6888668848869773,,0.2073665540651036,0.21554587076550033,0.3144929300421844,,1.0,0.0
fashion_mnist,fedavg,42,29,90,0,0.0,0.5947,52,0,38,0,0.6932078824161577,,0.165402227673224,0.19974277142025354,0.19784428546328084,,1.0,0.0
fashion_mnist,flame_hdbscan,137,0,90,0,0.4777777777777778,0.1984,53,22,37,21,0.08301762727392764,0.14589170806187393,-0.5996898962159125,-0.028555661665662802,-0.25583876883998924,0.01277525070204612,0.44231115918514513,0.45833333333333326
fashion_mnist,flame_hdbscan,137,1,90,0,0.43333333333333335,0.2382,52,19,38,20,0.24655331900368496,0.17244150254336243,0.36673716491221203,-0.021047749045726583,0.04278601527441527,0.09853348192930324,0.4463016413216732,0.3814229249011858
fashion_mnist,flame_hdbscan,137,2,90,0,0.45555555555555555,0.3232,50,19,40,22,0.2277569111349098,0.19954017561455617,0.3809899541079229,-0.06254861177831872,0.018762606146631843,0.18067050818894492,0.3977770940696869,0.40350877192982454
fashion_mnist,flame_hdbscan,137,3,90,0,0.4888888888888889,0.277,51,20,39,24,0.19189074997643377,0.23980085434049056,0.4249167939669597,-0.10118152410164512,0.017207348572064914,0.14751973108646807,0.3623058666777699,0.43560606060606066
fashion_mnist,flame_hdbscan,137,4,90,0,0.4888888888888889,0.2778,51,19,39,25,0.24005348715639813,0.28662731525842255,0.44037085598105746,-0.057364347002107276,0.11438404755433265,0.17099415642935922,0.32628273043741485,0.5026086956521739
fashion_mnist,flame_hdbscan,137,5,90,0,0.2777777777777778,0.3173,51,3,39,22,0.26070334735118406,0.5838195717660065,0.45799590603162316,-0.048907215421238236,0.06711205621993147,0.23204294431688707,0.3914125954042692,0.5614035087719298
fashion_mnist,flame_hdbscan,137,6,90,0,0.28888888888888886,0.3594,51,4,39,22,0.5125580762946526,0.52685697449686,0.28465448213954625,-0.01040307313421627,0.07409281855736187,0.10108289890839446,0.44551013067977463,0.4616977225672878
fashion_mnist,flame_hdbscan,137,7,90,0,0.3888888888888889,0.352,54,10,36,25,0.46536854371356284,0.5157142446403451,0.3078389112911915,-0.07950961780815825,0.1492921492921493,0.14802312627034303,0.29562928102138764,0.5822510822510822
fashion_mnist,flame_hdbscan,137,8,90,0,0.3888888888888889,0.3375,50,9,40,26,0.47596240170935183,0.46456209908164414,0.31883648655715674,-0.012345769370534939,0.14644901087060092,0.05449262006562705,0.4034923186852447,0.5289855072463768
fashion_mnist,flame_hdbscan,137,9,90,0,0.32222222222222224,0.3342,54,7,36,22,0.41856649351709924,0.48681652351561805,0.39018718918965306,-0.06078207212547846,0.08315098537153559,0.016457260221337092,0.4455930625643036,0.5071428571428571
fashion_mnist,flame_hdbscan,137,10,90,0,0.4222222222222222,0.3154,52,13,38,25,0.3994990407210076,0.40818486356261313,0.22909337673778638,-0.034089832839916116,0.09750492507497645,0.103709171360809,0.3505294650238161,0.4575569358178054
fashion_mnist,flame_hdbscan,137,11,90,0,0.4111111111111111,0.3176,53,12,37,25,0.4974598556843378,0.4428587893353789,0.3309055285337567,-0.034186397722782744,0.1588618861193631,0.07571230529882286,0.3490275245289572,0.466403162055336
fashion_mnist,flame_hdbscan,137,12,90,0,0.4111111111111111,0.3146,52,12,38,25,0.44991858114454975,0.42135321693177785,0.2875454448478013,-0.03600131479636327,0.04508645244768832,0.06829628357906933,0.356299447382022,0.4575569358178054
fashion_mnist,flame_hdbscan,137,13,90,0,0.4,0.3036,55,13,35,23,0.4225029420054247,0.4193556610594914,0.37499118228471723,-0.03436013968125949,0.09510469944185374,0.1013268891147147,0.30555745905571163,0.4442105263157895
fashion_mnist,flame_hdbscan,137,14,90,0,0.4222222222222222,0.3063,51,12,39,26,0.4729968199442823,0.4509261831325852,0.2444227821032538,-0.08793013478606704,0.20355281163777966,0.20299332106574253,0.2790148729946524,0.5010351966873705
fashion_mnist,flame_hdbscan,137,15,90,0,0.43333333333333335,0.298,55,16,35,23,0.405789756543477,0.36497400384919004,0.38995896462156704,-0.015623772763820138,0.16038661034222285,0.11325563205421417,0.33110035439536695,0.4642857142857143
fashion_mnist,flame_hdbscan,137,16,90,0,0.4222222222222222,0.3038,54,15,36,23,0.4804241603213808,0.3623289722647765,0.3137711059395457,-0.08738235306197542,0.20955078047191944,0.10857020477788977,0.37329257187459347,0.453416149068323
fashion_mnist,flame_hdbscan,137,17,90,0,0.4,0.3006,53,11,37,25,0.44821166938700086,0.4756155778635679,0.3115174713687684,-0.06315843852480324,0.16003793519903914,0.14600793313458538,0.2832369942196532,0.5010351966873705
fashion_mnist,flame_hdbscan,137,18,90,0,0.4888888888888889,0.2837,52,19,38,25,0.41574360644351177,0.3095102659191525,0.3430582704304895,-0.0038572371201665914,0.1279273371634652,0.18212342287751823,0.27788974262081706,0.4772727272727273
fashion_mnist,flame_hdbscan,137,19,90,0,0.4111111111111111,0.3017,52,11,38,26,0.5262579616295493,0.4527974868520598,0.29462981562440294,-0.03006020319030698,0.0994747215411376,0.005163303891887085,0.3588077951853267,0.4909420289855073
fashion_mnist,flame_hdbscan,137,20,90,0,0.4111111111111111,0.2955,52,12,38,25,0.4087986652039979,0.42619079691951356,0.21168943160260942,-0.05811764454708238,0.12114248266891013,0.0935912034231691,0.34956606533398343,0.5
fashion_mnist,flame_hdbscan,137,21,90,0,0.3888888888888889,0.3019,54,11,36,24,0.4771146728879086,0.4686559053408038,0.36970473875733784,-0.04321717386057139,0.155232334919616,0.13047978484557315,0.34280826732905284,0.5416666666666666
fashion_mnist,flame_hdbscan,137,22,90,0,0.45555555555555555,0.2955,51,14,39,27,0.41299720389571776,0.412553251007607,0.2738378467418311,-0.010871846973116437,0.11084117882477368,0.09379806652378646,0.30365587124975163,0.5217391304347826
fashion_mnist,flame_hdbscan,137,23,90,0,0.4111111111111111,0.2995,51,12,39,25,0.4384068159115142,0.41564974304249136,0.33754634659964866,-0.028145073867439103,0.1867597944581803,0.13774529267920602,0.34495953469684504,0.42261904761904767
fashion_mnist,flame_hdbscan,137,24,90,0,0.4222222222222222,0.291,53,15,37,23,0.3932359591202433,0.34264876192763755,0.30354694633701595,-0.06388305332263897,0.12471104283658456,0.10961365904211866,0.369724092626047,0.42094861660079047
fashion_mnist,flame_hdbscan,137,25,90,0,0.4222222222222222,0.2977,49,11,41,27,0.48111011163768963,0.42834146941442997,0.2737872379061467,-0.02824392866551099,0.175799286319142,0.07390551326184502,0.36509223596188933,0.4810606060606061
fashion_mnist,flame_hdbscan,137,26,90,0,0.4222222222222222,0.292,50,11,40,27,0.4166762218296849,0.44663651947569605,0.24948771593424937,-0.0015101139455122952,0.1760953192851492,0.06705351973841628,0.33935072529379584,0.57
fashion_mnist,flame_hdbscan,137,27,90,0,0.4,0.2989,52,11,38,25,0.4221000151058999,0.4503978878257426,0.3026196240665202,-0.05275685184683282,0.09815615268836446,0.11382091089761807,0.33225038440553545,0.5238095238095238
fashion_mnist,flame_hdbscan,137,28,90,0,0.4777777777777778,0.2991,50,16,40,27,0.40759700819344546,0.3597993602192673,0.25612590856740447,-0.11664327620655708,0.1420395915810953,0.12717046846941019,0.32772170925488514,0.43913043478260866
fashion_mnist,flame_hdbscan,137,29,90,0,0.43333333333333335,0.2947,54,15,36,24,0.43249939634738943,0.3811232173126072,0.30112022407806016,0.03929713846118127,0.14762854783127993,0.07374469706331935,0.31181813925176755,0.4826086956521739
fashion_mnist,flame_hdbscan,2024,0,90,0,0.4222222222222222,0.228,54,23,36,15,-0.3032890279395723,-0.008312453253068341,-0.6676494432869224,-0.05310984865363252,-0.2447876447876448,0.0027118799878642825,0.540678290860318,-0.11904761904761907
fashion_mnist,flame_hdbscan,2024,1,90,0,0.4666666666666667,0.2539,51,23,39,19,0.3002435799469338,0.04454802201110397,-0.13847179858919095,-0.12009059777708876,-0.05566801619433199,0.050138312850678025,0.49694818487426523,0.023809523809523836
fashion_mnist,flame_hdbscan,2024,2,90,0,0.4777777777777778,0.2865,53,25,37,18,0.23024535141939162,0.031193628087044033,-0.11671848121144442,-0.09669358828026033,-0.02299668089141773,0.09116056881941459,0.49356288565551915,-0.019927536231884035
fashion_mnist,flame_hdbscan,2024,3,90,0,0.4888888888888889,0.3066,55,25,35,19,0.26010781335530603,0.09446748509365305,-0.12563911544613865,-0.09930483746519293,-0.040336134453781515,0.0681466275636382,0.4559550835089995,0.045217391304347765
fashion_mnist,flame_hdbscan,2024,4,90,0,0.4666666666666667,0.3234,52,24,38,18,0.23463217210933024,0.005725303438547389,-0.10489983727848817,-0.03601820544083053,-0.05635189845716162,-0.02883749003642362,0.5537395629774383,-0.06547619047619052
fashion_mnist,flame_hdbscan,2024,5,90,0,0.4888888888888889,0.3313,54,24,36,20,0.1950624880691508,0.12658137296793262,-0.02950457708885837,-0.1506719730578016,-0.036036036036036036,0.12376806057514522,0.43444005595326257,0.10869565217391308
fashion_mnist,flame_hdbscan,2024,6,90,0,0.4666666666666667,0.3406,50,23,40,19,0.20294192053486954,0.0211906873426295,-0.011825458391339654,-0.05988290520019796,-0.016510318949343343,0.032526790067769366,0.512307916393562,-0.09142857142857141
fashion_mnist,flame_hdbscan,2024,7,90,0,0.4888888888888889,0.3443,53,25,37,19,0.18949820791488184,0.05275007981173038,-0.022332008396198432,-0.1723087305833941,-0.04599336178283546,0.07090266463732245,0.4480474054565656,-0.02371541501976282
fashion_mnist,flame_hdbscan,2024,8,90,0,0.45555555555555555,0.3454,52,21,38,20,0.20459881429862364,0.12999943432477665,0.04120308240162399,-0.11248231194764707,-0.05635189845716162,0.07209372509105906,0.4615353689669729,0.08695652173913038
fashion_mnist,flame_hdbscan,2024,9,90,0,0.4666666666666667,0.3551,55,25,35,17,0.17975463417101492,0.03805705840209347,0.010577801285203808,-0.11368117460114167,-0.020168067226890758,0.05094267081084933,0.5282167042889391,-0.021739130434782594
fashion_mnist,flame_hdbscan,2024,10,90,0,0.4777777777777778,0.3974,52,25,38,18,0.14007931896518994,-0.009530361311980868,0.05688731823566049,-0.09046903279447087,-0.044753255279571066,-0.01441874501821181,0.5545011387701283,-0.08695652173913038
fashion_mnist,flame_hdbscan,2024,11,90,0,0.4666666666666667,0.3701,54,23,36,19,0.172435499747161,0.1021435519837083,-0.009046664421844465,-0.051018533284224066,-0.10862290862290863,0.03481511501868205,0.46482386582571134,0.02371541501976282
fashion_mnist,flame_hdbscan,2024,12,90,0,0.4777777777777778,0.3811,56,24,34,19,0.1819672242204331,0.1449508559185363,0.043052558411733576,-0.13261401623793564,0.05668449197860962,0.14188780269354087,0.3502436705099251,0.09316770186335399
fashion_mnist,flame_hdbscan,2024,13,90,0,0.4777777777777778,0.3607,54,23,36,20,0.18929883451137194,0.15181694783997998,0.08071497439333472,-0.10286856751437967,0.02496782496782497,0.16681782077519575,0.39273580478648523,0.10869565217391308
fashion_mnist,flame_hdbscan,2024,14,90,0,0.4888888888888889,0.3825,52,24,38,20,0.11653272666088371,0.06571074017826384,0.0062058795223815305,-0.08265063986257126,-0.08064339643287012,0.024031241697019683,0.47729690078855674,0.04173913043478261
fashion_mnist,flame_hdbscan,2024,15,90,0,0.4888888888888889,0.3678,53,23,37,21,0.1767093626030044,0.1553729623545513,0.06735002707224075,-0.06661951627819276,-0.00260787102892366,0.15839432936694953,0.41208477082306555,0.1032608695652174
