dataset,method,seed,round,n,norm_missing,fpr,accuracy,floor_n,floor_fp,nonfloor_n,nonfloor_fp,rho_samples_norm,rho_samples_reject,rho_entropy_norm,rho_samples_entropy,rho_samples_norm_nonfloor,rho_samples_reject_nonfloor,accepted_mass_fraction,quartile_gap
fashion_mnist,flame_hdbscan,2024,16,90,0,0.4888888888888889,0.3731,53,25,37,19,0.10141572786641019,0.07193192701599598,0.09410582965394666,-0.013808995898615381,0.011616880037932667,0.17219218554778312,0.4266179812958754,-0.016666666666666607
fashion_mnist,flame_hdbscan,2024,17,90,0,0.4888888888888889,0.385,56,25,34,19,0.10919356095424773,0.12127565366526495,0.03903562015323701,-0.09363735389718944,-0.06554621848739495,0.09962335082737976,0.44506017470758685,0.14078674948240166
fashion_mnist,flame_hdbscan,2024,18,90,0,0.4666666666666667,0.4009,53,24,37,18,0.12948475199247877,0.03363477029933188,0.0456993063440759,-0.061785519570566626,-0.0346135609293504,0.010128952091046065,0.5025808049063863,-0.09316770186335399
fashion_mnist,flame_hdbscan,2024,19,90,0,0.4888888888888889,0.3897,53,23,37,21,0.15478562778264318,0.14865931583305833,0.13589398813474782,-0.07060757065021078,-0.021574205784732098,0.12262786789699316,0.40601590411432525,0.09868421052631582
fashion_mnist,flame_hdbscan,2024,20,90,0,0.4888888888888889,0.3886,54,24,36,20,0.12059050637339867,0.12271629287730873,0.08489660405271447,-0.027356749943966446,-0.10553410553410554,0.10224318047511996,0.39768957577176756,0.08695652173913049
fashion_mnist,flame_hdbscan,2024,21,90,0,0.4888888888888889,0.4349,53,25,37,19,0.0962116089949103,0.028772770806398392,0.02713917750743618,-0.08033038455019093,-0.08653390232337599,-0.05570923650075335,0.5087443001812955,-0.06545454545454543
fashion_mnist,flame_hdbscan,2024,22,90,0,0.45555555555555555,0.4518,57,25,33,16,0.12163480023506466,0.028337240115251797,0.06252501947903273,-0.08440793452548875,0.007018716577540108,-0.0955175077703425,0.5773558074365301,-0.043809523809523854
fashion_mnist,flame_hdbscan,2024,23,90,0,0.4777777777777778,0.4466,56,25,34,18,0.13026136169208927,0.08647915471749962,0.03781781116906598,-0.08549857993157532,-0.07593582887700534,0.05405624776173354,0.4680065234075211,0.05894736842105264
fashion_mnist,flame_hdbscan,2024,24,90,0,0.4888888888888889,0.4583,54,26,36,18,0.09943232008710083,0.010628970249215716,0.08075357238706973,-0.09240584234088108,-0.09472329472329473,-0.03743529619759141,0.5145174983492123,-0.12173913043478257
fashion_mnist,flame_hdbscan,2024,25,90,0,0.4666666666666667,0.459,56,25,34,17,0.11092244325694953,0.07527107037600636,0.030882509430654608,-0.11969535038379191,0.027654698242933536,0.15289415743128765,0.4455704873773497,0.06719367588932801
fashion_mnist,flame_hdbscan,2024,26,90,0,0.4777777777777778,0.4599,54,24,36,19,0.09860495691509712,0.07397450006215585,0.03323373100694069,-0.06327506073412756,-0.11737451737451739,-0.02410277193601065,0.48384488004005083,0.021739130434782594
fashion_mnist,flame_hdbscan,2024,27,90,0,0.4888888888888889,0.4534,55,25,35,19,0.05647022049250493,0.09057191869803849,0.09440854606425769,-0.10545394425080143,-0.10504201680672269,0.04543108504242547,0.41604386857117587,0.050000000000000044
fashion_mnist,flame_hdbscan,2024,28,90,0,0.4888888888888889,0.4366,56,24,34,20,0.12990235880956102,0.17675803773075055,0.13605246536371632,-0.20473394890667948,-0.04323911382734912,0.17056057308448833,0.37419303630013756,0.15000000000000002
fashion_mnist,flame_hdbscan,2024,29,90,0,0.4888888888888889,0.4605,55,26,35,18,0.10922073341316242,0.05940738753312201,0.09869516707106635,-0.09730630411216236,0.08319327731092437,0.11886623189198177,0.4182260235314549,-0.06916996047430835
fashion_mnist,flame_hdbscan,42,0,90,0,0.43333333333333335,0.1663,50,22,40,17,-0.4615093289831701,0.004266827337830216,-0.5707982332392705,0.23121818414595066,-0.03836952956986212,0.08543444353386528,0.5823238049770245,0.18181818181818177
fashion_mnist,flame_hdbscan,42,1,90,0,0.4777777777777778,0.1837,52,21,38,22,0.4492291261267067,0.19823252607368627,-0.11249612703148995,0.17390338489413906,0.11391366215004167,0.1701288364951186,0.37797997794180027,0.3359683794466403
fashion_mnist,flame_hdbscan,42,2,90,0,0.26666666666666666,0.2835,50,1,40,23,0.44514150522575785,0.6284736982678637,-0.0970859523422907,0.1889587171427727,0.08874712707356862,0.1599157532813376,0.41783774031233084,0.6521739130434783
fashion_mnist,flame_hdbscan,42,3,90,0,0.4111111111111111,0.2264,51,3,39,34,0.6845089337788708,0.7683475091324165,0.0956394903247742,0.2172062752640227,0.0741940382548446,-0.06133506888728281,0.22162997602393644,0.8219461697722568
fashion_mnist,flame_hdbscan,42,4,90,0,0.4222222222222222,0.2177,51,4,39,34,0.696931550507248,0.772606008042455,0.12395033573923947,0.1730919675200009,0.34313477446647095,0.12267013777456562,0.14105137293419312,0.8178053830227743
fashion_mnist,flame_hdbscan,42,5,90,0,0.4777777777777778,0.2111,49,7,41,36,0.7163269700782109,0.6755195987090652,0.27772918950147285,0.18829756055848335,0.08040419886541396,-0.10079491625388458,0.22467745812965784,0.7267080745341614
fashion_mnist,flame_hdbscan,42,6,90,0,0.4888888888888889,0.2083,49,8,41,36,0.690988478740714,0.6624059732752031,0.1718201288561546,0.15461323812891337,0.07029922912718209,-0.05669714039281006,0.2239592838169394,0.6845238095238095
fashion_mnist,flame_hdbscan,42,7,90,0,0.4888888888888889,0.2065,49,9,41,35,0.6983050917058514,0.6212975630860509,0.2854205404642257,0.17041114419940084,0.13920466932495287,-0.04665897971136869,0.24594947735191638,0.6818181818181819
fashion_mnist,flame_hdbscan,42,8,90,0,0.4777777777777778,0.2048,52,11,38,32,0.6484416424811147,0.5889793322766255,0.27240132614893176,0.17516900010183356,0.11500793364043593,-0.03290793336719941,0.27097454075156274,0.5592885375494071
fashion_mnist,flame_hdbscan,42,9,90,0,0.4888888888888889,0.2034,51,11,39,33,0.6707029926968574,0.5846032662028527,0.2877124042753078,0.1924847791788248,0.13988562192113949,-0.05683301851949215,0.25737790843417424,0.5844155844155844
fashion_mnist,flame_hdbscan,42,10,90,0,0.4777777777777778,0.2023,52,10,38,33,0.6876887646601626,0.6428228704931096,0.2834968810247841,0.19856403053482052,0.1708064339643287,0.04614544538090546,0.1658847526772055,0.6773455377574371
fashion_mnist,flame_hdbscan,42,11,90,0,0.4888888888888889,0.201,51,9,39,35,0.7231874107719863,0.6914967436800733,0.2584833103997793,0.11601027971879388,0.14160635677834596,0.10513681743135027,0.13095570394863976,0.7806324110671937
fashion_mnist,flame_hdbscan,42,12,90,0,0.4888888888888889,0.2002,49,8,41,36,0.7007050126661607,0.6614716912254497,0.25681254993882435,0.20155341855482592,0.12517966822275176,-0.06299682265867786,0.20784719608581106,0.657608695652174
fashion_mnist,flame_hdbscan,42,13,90,0,0.4777777777777778,0.2,52,10,38,33,0.6728037857449869,0.6228122874478557,0.32599771914748493,0.2047780726848654,0.07112764687562641,-0.10294547205653536,0.23151397547582675,0.6027667984189724
fashion_mnist,flame_hdbscan,42,14,90,0,0.4888888888888889,0.1998,48,8,42,36,0.7144089393369901,0.6446817852082585,0.2773000504253953,0.1735184550673793,0.16571451737600287,-0.01122755479496181,0.20899333826794966,0.7221052631578948
fashion_mnist,flame_hdbscan,42,15,90,0,0.4777777777777778,0.1998,49,8,41,35,0.706277862836167,0.6437304411227561,0.2962224243887164,0.15131421366968867,0.1474802910933324,-0.02916186231960543,0.22561668694039524,0.7116704805491991
fashion_mnist,flame_hdbscan,42,16,90,0,0.4888888888888889,0.1998,49,9,41,35,0.66957794792627,0.6212975630860509,0.2980507776233201,0.2043171926656502,0.15593013647788836,-0.04665897971136869,0.22816622558031474,0.65311004784689
fashion_mnist,flame_hdbscan,42,17,90,0,0.4888888888888889,0.1998,50,9,40,35,0.7131759229990734,0.6462155364178026,0.2674316953904928,0.1488286531202524,0.19541254301717068,-0.04911667978275475,0.22184279529239587,0.709090909090909
fashion_mnist,flame_hdbscan,42,18,90,0,0.4888888888888889,0.1998,53,13,37,31,0.6697903985164998,0.5601099383645554,0.3404766947763779,0.15813733157472054,0.03627311522048364,0.020602141085758228,0.2143033339025825,0.5833333333333333
fashion_mnist,flame_hdbscan,42,19,90,0,0.4888888888888889,0.1998,50,10,40,34,0.6730611902985866,0.6081475666360994,0.3203090254739734,0.16518118564474296,0.2208358743458568,-0.018196712496757236,0.2273898687283563,0.6086956521739131
fashion_mnist,flame_hdbscan,42,20,90,0,0.4777777777777778,0.1998,55,13,35,30,0.6838546512504491,0.5745350472333276,0.3916217482467682,0.18891852668792863,0.1742296918767507,-0.06467616667635545,0.2244526277868951,0.5771428571428571
fashion_mnist,flame_hdbscan,42,21,90,0,0.4777777777777778,0.1998,51,9,39,34,0.715378908828435,0.6470433507380741,0.31768125612297193,0.1667456422480702,0.12176729607172995,-0.05452006123314027,0.2291618636430323,0.6964285714285714
fashion_mnist,flame_hdbscan,42,22,90,0,0.4888888888888889,0.1998,48,8,42,36,0.7007531453553177,0.6446817852082585,0.28192240356855763,0.17491790027313983,0.1825695880919973,-0.01122755479496181,0.20861116755019488,0.6895238095238095
fashion_mnist,flame_hdbscan,42,23,90,0,0.4888888888888889,0.1998,53,12,37,32,0.687008281165824,0.607105464015006,0.314365303071958,0.13252087812986413,0.09222380275011853,0.05183052680392058,0.1738395492353099,0.6030701754385965
fashion_mnist,flame_hdbscan,42,24,90,0,0.4888888888888889,0.1998,50,10,40,34,0.6706557532160057,0.6043877671514867,0.3112939029519543,0.1988594990495019,0.1327454384874203,-0.04245899582576688,0.23182872508569904,0.6363636363636364
fashion_mnist,flame_hdbscan,42,25,90,0,0.4888888888888889,0.1998,51,10,39,34,0.7317694822554,0.6517664246177436,0.3413179520473012,0.17905749098262655,0.2673212210519026,0.11585513012042307,0.13983252039539,0.6330434782608695
fashion_mnist,flame_hdbscan,42,26,90,0,0.4888888888888889,0.1998,51,10,39,34,0.7187462115313651,0.64892854468472,0.34346092439396336,0.2077961963473951,0.2638797513374896,0.0954101071579955,0.14019864540280874,0.6482213438735178
fashion_mnist,flame_hdbscan,42,27,90,0,0.4888888888888889,0.1998,53,11,37,33,0.7220660005395855,0.623413258220252,0.33081233492394585,0.20871351822413525,0.19500918770549583,-0.17120074314944628,0.22970008858143165,0.6547619047619048
fashion_mnist,flame_hdbscan,42,28,90,0,0.4777777777777778,0.1998,48,7,42,36,0.7314250595864038,0.6674711069254047,0.33031041429386754,0.21554587076550033,0.270329403406526,0.005613777397480905,0.20826123771306557,0.7060869565217391
fashion_mnist,flame_hdbscan,42,29,90,0,0.4777777777777778,0.1998,52,9,38,34,0.7278591143920751,0.6642695705449967,0.3563249462342518,0.19974277142025354,0.19007495788148168,-0.12512144397301483,0.22186047464012942,0.6964285714285714
fashion_mnist,fltrust_normalized,137,0,90,0,0.011111111111111112,0.2135,53,1,37,0,0.08301762727392764,-0.08461491116308766,-0.5996898962159125,-0.028555661665662802,-0.25583876883998924,,0.9995493059311339,-0.041666666666666664
fashion_mnist,fltrust_normalized,137,1,90,0,0.044444444444444446,0.4098,52,0,38,4,0.5097359309836497,0.1547712600722479,-0.3707771299781277,-0.021047749045726583,0.21206981483840612,-0.2893433391875968,0.9811097230000431,0.043478260869565216
fashion_mnist,fltrust_normalized,137,2,90,0,0.1111111111111111,0.3689,50,5,40,5,0.5003037841872027,0.002242622692384694,-0.3355859066851603,-0.06254861177831872,0.08968525738090022,-0.15389892998596488,0.9313514345050381,-0.07456140350877193
fashion_mnist,fltrust_normalized,137,3,90,0,0.06666666666666667,0.4373,51,4,39,2,0.16771897706026548,-0.0644527816366786,-0.3965307189120121,-0.10118152410164512,0.10081481869280384,-0.07230577556141186,0.9817212807594621,0.041666666666666664
fashion_mnist,fltrust_normalized,137,4,90,0,0.36666666666666664,0.3898,51,30,39,3,0.515918873769157,-0.5063321512489564,0.2552003315433336,-0.057364347002107276,0.030468671074207195,-0.06413013823852248,0.8959058574239444,-0.7426086956521739
fashion_mnist,fltrust_normalized,137,5,90,0,0.044444444444444446,0.4978,51,1,39,3,-0.22081426086650066,0.07572075227704235,-0.46559036835519535,-0.048907215421238236,0.09363295928120151,-0.20521644236327197,0.9825109179217175,0.041666666666666664
fashion_mnist,fltrust_normalized,137,6,90,0,0.4111111111111111,0.4374,51,30,39,7,0.5288212382679932,-0.4199723095570556,0.2453915014521366,-0.01040307313421627,0.03532567442147444,-0.18107839598648198,0.8655836630300124,-0.6273291925465838
fashion_mnist,fltrust_normalized,137,7,90,0,0.08888888888888889,0.5417,54,4,36,4,-0.004201889367929094,0.023761829556733085,-0.4311515365978364,-0.07950961780815825,0.11196911196911198,-0.18718603056481015,0.9436885513256605,0.045454545454545456
fashion_mnist,fltrust_normalized,137,8,90,0,0.36666666666666664,0.5194,50,30,40,3,0.4699939943389156,-0.5167655761790202,0.16854547069868497,-0.012345769370534939,0.09925884272972182,-0.041116453779977,0.8771436227224009,-0.7065217391304348
fashion_mnist,fltrust_normalized,137,9,90,0,0.2222222222222222,0.4897,54,14,36,6,0.0578509558946565,-0.0807475040073812,-0.3777004501014739,-0.06078207212547846,0.006049684694213889,0.1471056144134786,0.761525647934937,0.10476190476190478
fashion_mnist,fltrust_normalized,137,10,90,0,0.3888888888888889,0.5376,52,30,38,5,0.480987572890185,-0.43943444735243714,0.30801043187339644,-0.034089832839916116,0.04585248440675099,-0.07100076230471096,0.8508247057434162,-0.6273291925465838
fashion_mnist,fltrust_normalized,137,11,90,0,0.12222222222222222,0.5845,53,5,37,6,0.0750821866319828,0.07391824849085452,-0.4370537098837703,-0.034186397722782744,0.009958506294049626,-0.10989111301060228,0.9073326387079969,0.09288537549407114
fashion_mnist,fltrust_normalized,137,12,90,0,0.36666666666666664,0.6478,52,30,38,3,0.38592067275668107,-0.49196238296931416,-0.04085359033098559,-0.03600131479636327,-0.053841103408404506,-0.05340249948870272,0.8906293483878662,-0.7184265010351967
fashion_mnist,fltrust_normalized,137,13,90,0,0.08888888888888889,0.624,55,2,35,6,0.2615802260862539,0.15053897058368856,-0.32557969562387984,-0.03436013968125949,-0.02171020384902405,-0.31528622401808337,0.9442883574316453,0.10526315789473684
fashion_mnist,fltrust_normalized,137,14,90,0,0.4666666666666667,0.6287,51,32,39,10,0.3658892915367581,-0.3701295768988675,-0.2957301384806264,-0.08793013478606704,0.12308315213900552,-0.11218383172678535,0.7477230949197861,-0.6356107660455487
fashion_mnist,fltrust_normalized,137,15,90,0,0.4666666666666667,0.6099,55,35,35,7,0.11021508015010552,-0.4503466607129634,-0.2899646563160324,-0.015623772763820138,0.03936125546389922,-0.2935491378722052,0.8602299247990319,-0.6130952380952381
fashion_mnist,fltrust_normalized,137,16,90,0,0.13333333333333333,0.6126,54,8,36,4,0.08990464317165722,-0.0049732287993404355,-0.4283015975139415,-0.08738235306197542,-0.1206075437974131,0.27656041353137795,0.7979489180868132,0.10351966873706003
fashion_mnist,fltrust_normalized,137,17,90,0,0.4888888888888889,0.6214,53,29,37,15,0.44193716737602484,-0.14866008465252165,-0.08074991805446886,-0.06315843852480324,0.13893663707649917,-0.08249665302334759,0.6321751466260137,-0.27536231884057966
fashion_mnist,fltrust_normalized,137,18,90,0,0.2222222222222222,0.6494,52,13,38,7,-0.029722149579133286,-0.042940213693149376,-0.4590982083908425,-0.0038572371201665914,-0.08918800666229608,0.17025811098810217,0.7672460847293949,0.1477272727272727
fashion_mnist,fltrust_normalized,137,19,90,0,0.4888888888888889,0.6668,52,33,38,11,0.5186533425941977,-0.3328425782730578,0.0410929266765258,-0.03006020319030698,-0.05121470812018965,-0.04498271710749754,0.7401806005269191,-0.48913043478260865
fashion_mnist,fltrust_normalized,137,20,90,0,0.2111111111111111,0.6441,52,13,38,6,-0.06729629736705733,-0.10440324851334412,-0.4530580629504717,-0.05811764454708238,-0.09465966351274369,0.009872920237253181,0.7973866406630912,0.0
fashion_mnist,fltrust_normalized,137,21,90,0,0.4444444444444444,0.6417,54,32,36,8,0.5223970135857828,-0.3635506490384259,0.19027258198829916,-0.04321717386057139,0.11648860953752278,-0.09005662482328719,0.7315695739794723,-0.5583333333333333
fashion_mnist,fltrust_normalized,137,22,90,0,0.3,0.6048,51,12,39,15,0.06650911339951313,0.1408512468944267,-0.46427213372821713,-0.010871846973116437,-0.06427776123628427,-0.05620083732666141,0.6965428174051261,0.30434782608695654
fashion_mnist,fltrust_normalized,137,23,90,0,0.4111111111111111,0.6236,51,29,39,8,0.3829006469701307,-0.377688668244391,0.07133070930034431,-0.028145073867439103,0.081587205600701,-0.17774504543753794,0.8336043775231026,-0.5892857142857143
fashion_mnist,fltrust_normalized,137,24,90,0,0.24444444444444444,0.657,53,8,37,14,0.04401378616522891,0.20415180527114604,-0.3849247420970422,-0.06388305332263897,-0.07041669148757722,-0.2087879219849879,0.7617630152734439,0.32015810276679846
fashion_mnist,fltrust_normalized,137,25,90,0,0.4777777777777778,0.6473,49,29,41,14,0.492633384185462,-0.2790914737597952,-0.06224467638892882,-0.02824392866551099,0.06045822829805973,-0.20432700725333627,0.7369349280356781,-0.481060606060606
fashion_mnist,fltrust_normalized,137,26,90,0,0.25555555555555554,0.6915,50,9,40,14,0.07871967599946626,0.1723577306576201,-0.45828762805773415,-0.0015101139455122952,-0.024017262513051783,-0.045410516721355876,0.6849452021202347,0.22
fashion_mnist,fltrust_normalized,137,27,90,0,0.5222222222222223,0.6076,52,33,38,14,0.415054325685096,-0.22777679678659143,-0.14852220123018342,-0.05275685184683282,0.17245718688613418,0.11940508505238037,0.5504935271067903,-0.33333333333333337
fashion_mnist,fltrust_normalized,137,28,90,0,0.12222222222222222,0.6536,50,4,40,7,0.10389550345294289,0.07029076919355642,-0.3700375368888747,-0.11664327620655708,-0.007036307376870639,-0.26221587270217833,0.9540047240712906,0.08695652173913043
fashion_mnist,fltrust_normalized,137,29,90,0,0.4222222222222222,0.6864,54,32,36,6,0.43762163792995784,-0.40584543631293096,-0.004426110651569983,0.03929713846118127,0.038097689762910954,-0.007175421787052907,0.8242028374771737,-0.5891304347826086
fashion_mnist,fltrust_normalized,2024,0,90,0,0.0,0.2071,54,0,36,0,-0.3032890279395723,,-0.6676494432869224,-0.05310984865363252,-0.2447876447876448,,1.0,0.0
fashion_mnist,fltrust_normalized,2024,1,90,0,0.022222222222222223,0.2846,51,2,39,0,0.34532880607094063,-0.1251077186144477,-0.29093959524458723,-0.12009059777708876,0.06072874493927126,,0.9992487839690499,-0.047619047619047616
fashion_mnist,fltrust_normalized,2024,2,90,0,0.022222222222222223,0.4066,53,1,37,1,0.46828765398491334,0.013009761742521813,-0.2305139531543763,-0.09669358828026033,0.06330014224751065,-0.062439054105446264,0.9923249790508113,0.043478260869565216
fashion_mnist,fltrust_normalized,2024,3,90,0,0.15555555555555556,0.4851,55,11,35,3,0.5555481638729209,-0.1437238483235397,-0.07694260421615495,-0.09930483746519293,-0.054621848739495805,0.030316953129541628,0.8895532673909519,-0.15304347826086956
fashion_mnist,fltrust_normalized,2024,4,90,0,0.15555555555555556,0.4574,52,9,38,5,0.4975202549838279,-0.12675030758364902,-0.06940741113163128,-0.03601820544083053,0.12528723055038843,-0.39401111056003885,0.978819999605219,-0.1488095238095238
fashion_mnist,fltrust_normalized,2024,5,90,0,0.35555555555555557,0.4568,54,24,36,8,0.5426386862494624,-0.21291057348040665,-0.016111051962995032,-0.1506719730578016,0.06048906048906049,0.03215894063505344,0.7206451082037357,-0.14624505928853757
fashion_mnist,fltrust_normalized,2024,6,90,0,0.2777777777777778,0.542,50,19,40,6,0.3709328330104186,-0.29057675930262233,-0.15867825394489093,-0.05988290520019796,0.24540337711069424,-0.2850684572342867,0.8961838176389192,-0.3009523809523809
fashion_mnist,fltrust_normalized,2024,7,90,0,0.18888888888888888,0.4533,53,11,37,6,0.4134783169340103,-0.07165321161887185,0.05512658053463496,-0.1723087305833941,0.11806543385490753,-0.09614332506687173,0.8654582115962306,0.03952569169960474
fashion_mnist,fltrust_normalized,2024,8,90,0,0.34444444444444444,0.5209,52,23,38,8,0.3741251167914557,-0.2494508665239242,-0.14246850183544102,-0.11248231194764707,0.19925593609804135,-0.11772856008638626,0.7794640882867309,-0.30434782608695654
fashion_mnist,fltrust_normalized,2024,9,90,0,0.2777777777777778,0.5519,55,17,35,8,0.4438445022316991,-0.11575474396181208,0.09793997736492979,-0.11368117460114167,0.2187675070028011,-0.1953759201681571,0.852080582648324,-0.03557312252964426
