dataset,scenario,mode,seed,round,label_semantics,reference,score,auc,n,positive_n,zero_update_n,positive_median,negative_median,positive_min,positive_max,negative_min,negative_max
mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,21,oracle_negative_cosine_honest_mean,0.3125,90,18,0,-0.2133867536802407,-0.13584328083069303,-0.30211420854042004,-0.02342627596927388,-0.3616176955338861,0.03141162265394362
mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,21,top5_cosine_similarity,0.3904320987654321,90,18,0,0.7525666753611128,0.7677826923631743,0.6242293184741273,0.8254089340061663,0.5341643141439884,0.9066238161642091
mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,21,negative_cosine_other_clients_mean,0.5200617283950617,90,18,0,0.04121103993999553,0.008170414576535855,-0.25161363346431814,0.30142858097207914,-0.38310283148598234,0.2693245974550146
mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,21,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,21,oracle_negative_cosine_honest_mean,0.5200617283950617,90,18,0,0.04121103993999553,0.008170414576535855,-0.25161363346431814,0.30142858097207914,-0.38310283148598234,0.2693245974550146
mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,22,top5_cosine_similarity,0.540895061728395,90,18,0,0.8320561717231896,0.7972434804350323,0.6486460561872553,0.9345125073179629,0.5132466022328865,0.9264293242602216
mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,22,negative_cosine_other_clients_mean,0.4436728395061728,90,18,0,-0.3460226753992638,-0.30226548176976853,-0.5016927917955385,-0.07457081587374999,-0.5053046748527333,0.05262873260131692
mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,22,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,22,oracle_negative_cosine_honest_mean,0.4436728395061728,90,18,0,-0.3460226753992638,-0.30226548176976853,-0.5016927917955385,-0.07457081587374999,-0.5053046748527333,0.05262873260131692
mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,22,top5_cosine_similarity,0.5408950617283951,90,18,0,0.7631987849250914,0.7409337737085727,0.5533182095582868,0.9000481118956326,0.487144202549338,0.9208568583113648
mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,22,negative_cosine_other_clients_mean,0.533179012345679,90,18,0,-0.15578382534224355,-0.1596528573103646,-0.28223406124849365,-0.01785514851976414,-0.31687615667786895,0.011728321694746767
mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,22,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,22,oracle_negative_cosine_honest_mean,0.533179012345679,90,18,0,-0.15578382534224355,-0.1596528573103646,-0.28223406124849365,-0.01785514851976414,-0.31687615667786895,0.011728321694746767
mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,22,top5_cosine_similarity,0.5532407407407408,90,18,0,0.7370902913306201,0.7152891347196003,0.4754230477876905,0.87299761587456,0.4066152694129229,0.8832432486826594
mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,22,negative_cosine_other_clients_mean,0.5964506172839507,90,18,0,0.001184951457189734,-0.033506730608196124,-0.22558753607927104,0.33348852076604346,-0.32830831927364895,0.3546845522034652
mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,22,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,22,oracle_negative_cosine_honest_mean,0.5964506172839507,90,18,0,0.001184951457189734,-0.033506730608196124,-0.22558753607927104,0.33348852076604346,-0.32830831927364895,0.3546845522034652
mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,23,top5_cosine_similarity,0.3726851851851852,90,18,0,0.816348068099211,0.8561889293529102,0.7104386770903937,0.9014711352699638,0.6187060355449641,0.9571184955729126
mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,23,negative_cosine_other_clients_mean,0.6165123456790124,90,18,0,-0.22223797997650424,-0.2940349196901627,-0.4058640434064533,-0.018529153433219755,-0.5835589414137805,0.051477145466112526
mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,23,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,23,oracle_negative_cosine_honest_mean,0.6165123456790124,90,18,0,-0.22223797997650424,-0.2940349196901627,-0.4058640434064533,-0.018529153433219755,-0.5835589414137805,0.051477145466112526
mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,23,top5_cosine_similarity,0.3966049382716049,90,18,0,0.742287645691351,0.8061372955888214,0.606989182503927,0.9086588791310584,0.585020941203019,0.9314457169707033
mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,23,negative_cosine_other_clients_mean,0.6265432098765432,90,18,0,-0.08417666485999209,-0.1367908519629828,-0.271951859729132,0.033332961206050414,-0.3887616859189011,0.025799647232551647
mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,23,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,23,oracle_negative_cosine_honest_mean,0.6265432098765432,90,18,0,-0.08417666485999209,-0.1367908519629828,-0.271951859729132,0.033332961206050414,-0.3887616859189011,0.025799647232551647
mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,23,top5_cosine_similarity,0.4637345679012346,90,18,0,0.7327743068287998,0.7553643655979176,0.5356392210142507,0.8926572930302605,0.3858639944827244,0.9049532027785929
mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,23,negative_cosine_other_clients_mean,0.6203703703703703,90,18,0,0.03355266487822753,-0.09714720848236165,-0.35379155107992594,0.3521647892632185,-0.3563930704983247,0.3976380886119838
mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,23,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,23,oracle_negative_cosine_honest_mean,0.6203703703703703,90,18,0,0.03355266487822753,-0.09714720848236165,-0.35379155107992594,0.3521647892632185,-0.3563930704983247,0.3976380886119838
