reference,dataset,scenario,mode,seed,round,alpha,auc,honest_min,honest_max,honest_median,attacker_min,attacker_max,attacker_median,duplicate_honest,duplicate_attackers,constraint_bound,max_constraint_ratio,strict_violations,tolerance_violations,attackers
2,fashion_mnist,cut_minmax,attacked,42,29,0.0,1.0,0.12191284890112994,0.9835406301397045,0.954831098861218,0.9999999999999998,0.9999999999999998,0.9999999999999998,0,18,1.5001058932445088,0.9999985388230975,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,29,1e-06,1.0,0.12191285116329749,0.9835406301397045,0.954831098861218,0.9999999999990005,0.9999999999990035,0.9999999999990024,0,0,1.5001058932445088,0.9999985461540999,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,29,0.0001,1.0,0.12191307688458171,0.9835406301397045,0.954831098861218,0.9999999900093017,0.9999999900399983,0.9999999900275893,0,0,1.5001058932445088,0.9999991463458282,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,29,0.01,1.0,0.12193182150718403,0.9835406301397045,0.954831098861218,0.9999001024425009,0.9999004084916783,0.9999002855491305,0,0,1.5001058932445088,1.0000996897105852,16.0,14.0,18
3,mnist,cut_minmax,attacked,137,0,0.0,1.0,0.3613077481458405,0.958697274854895,0.8857893302771038,1.0,1.0,1.0,0,18,1.3623017344954114,0.9999986991833291,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,0,1e-06,1.0,0.3613077490447653,0.958697274854895,0.8857893302771038,0.9999999999989997,0.9999999999990032,0.9999999999990024,0,0,1.3623017344954114,0.9999987018370902,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,0,0.0001,1.0,0.36130784300239005,0.958697274854895,0.8857893302771038,0.9999999900049371,0.9999999900362028,0.9999999900273346,0,0,1.3623017344954114,0.9999989322015195,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,0,0.01,1.0,0.3613165745047359,0.958697274854895,0.8857893302771038,0.999900060205043,0.9999003693910107,0.9999002824146694,0,0,1.3623017344954114,1.000038466624616,15.0,9.0,18
3,mnist,cut_minmax,attacked,137,9,0.0,1.0,0.3318595446658935,0.9551989092229775,0.8738502584496008,0.9999999999999994,0.9999999999999994,0.9999999999999994,0,18,1.4893198583557514,0.9999986269299855,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,9,1e-06,1.0,0.3318595471203233,0.9551989092229775,0.8738502584496008,0.9999999999990006,0.9999999999990029,0.9999999999990017,0,0,1.4893198583557514,0.9999986348122233,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,9,0.0001,1.0,0.3318597823934128,0.9551989092229775,0.8738502584496008,0.999999990012539,0.9999999900352682,0.9999999900229748,0,0,1.4893198583557514,0.9999993424513338,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,9,0.01,1.0,0.33187879298802714,0.9551989092229775,0.8738502584496008,0.9999001412374495,0.9999003644056008,0.9999002423263563,0,0,1.4893198583557514,1.0001057971099665,14.0,13.0,18
3,mnist,cut_minmax,attacked,137,29,0.0,1.0,0.2552162351441402,0.957547511803714,0.8597710467838842,1.0000000000000004,1.0000000000000004,1.0000000000000004,0,18,1.4711905821827584,0.9999986438651276,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,29,1e-06,1.0,0.25521623747402183,0.957547511803714,0.8597710467838842,0.9999999999990006,0.9999999999990038,0.9999999999990019,0,0,1.4711905821827584,0.9999986494941505,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,29,0.0001,1.0,0.2552164506929361,0.957547511803714,0.8597710467838842,0.9999999900103298,0.9999999900432499,0.9999999900227359,0,0,1.4711905821827584,0.9999991431354053,0.0,0.0,18
3,mnist,cut_minmax,attacked,137,29,0.01,1.0,0.25523522691928835,0.957547511803714,0.8597710467838842,0.9999001145003975,0.9999004421973948,0.9999002369187947,0,0,1.4711905821827584,1.0000841771012687,17.0,15.0,18
4,mnist,cut_minmax,attacked,2024,0,0.0,1.0,0.2776587697339755,0.9742659620871972,0.8897396252947298,1.0000000000000009,1.0000000000000009,1.0000000000000009,0,18,1.32800506220838,0.999998730751077,0.0,0.0,18
4,mnist,cut_minmax,attacked,2024,0,1e-06,1.0,0.2776587697339755,0.9742659620871972,0.8897396252947298,0.9999999999990002,0.999999999999004,0.9999999999990025,0,0,1.32800506220838,0.9999987337033074,0.0,0.0,18
4,mnist,cut_minmax,attacked,2024,0,0.0001,1.0,0.2776587697339755,0.9742659620871972,0.8897396252947298,0.999999990007408,0.9999999900445118,0.9999999900296721,0,0,1.32800506220838,0.9999990447080008,0.0,0.0,18
