ref,round,root,variant,clients,cosine_max_gap,trust_max_gap,weight_max_gap,scaled_norm_max_gap,aggregate_max_gap,aggregate_relative_gap,aggregate_cosine,zero_trust_clients,clients_the_local_rule_removes
ref_05,9,large,fltrust,90,1.1457682740356745e-06,1.3629517403579428e-07,3.856453593964471e-09,0.9932914146792601,0.08455467345113947,0.5453196725033216,0.9999995003102268,65,65
ref_05,9,unrelated,fltrust_normalized,90,5.397620322054875e-09,2.949248620060657e-09,2.5568483441595902e-08,1.9377855986491e-09,2.6326417938010716e-09,9.17936330833815e-08,0.9999999999999959,38,38
ref_05,9,unrelated,fltrust,90,5.397620322054875e-09,2.949248620060657e-09,2.5568483441595902e-08,0.33937886727810707,0.013231498906567761,0.44807529102487953,0.9103579540939428,38,38
ref_05,29,cohort_mean,fltrust_normalized,90,1.3697541695334436e-06,4.841694676294139e-07,5.464433855927042e-09,1.0826718410683611e-09,1.3914514679358447e-09,2.50201590103753e-08,0.9999999999999996,64,64
ref_05,29,cohort_mean,fltrust,90,1.3697541695334436e-06,4.841694676294139e-07,5.464433855927042e-09,0.05369653405729391,2.5044226182820845e-05,0.0003318483145095695,0.9999999454727769,64,64
ref_05,29,small,fltrust_normalized,90,1.3725313099399727e-06,4.804012470049912e-07,5.464433859396489e-09,2.9663441147853575e-10,3.8123492557273764e-10,2.5020158897745835e-08,1.0,64,64
ref_05,29,small,fltrust,90,1.3725313099399727e-06,4.804012470049912e-07,5.464433859396489e-09,2.9663441147853575e-10,3.8123492557273764e-10,2.5020158897745835e-08,1.0,64,64
ref_05,29,large,fltrust_normalized,90,1.3691594085152303e-06,4.849764815295643e-07,5.464433855927042e-09,2.5032940165203854e-09,3.2172366992710977e-09,2.5020158908339825e-08,1.0,64,64
ref_05,29,large,fltrust,90,1.3691594085152303e-06,4.849764815295643e-07,5.464433855927042e-09,0.9764104840525581,0.08527360171532014,0.5594134023097772,0.9999990302891133,64,64
ref_05,29,unrelated,fltrust_normalized,90,6.308314348321686e-09,6.308314348321686e-09,4.857333199548286e-08,1.8249266542369469e-09,5.845535118453871e-09,1.008064787805177e-07,0.9999999999999958,34,34
ref_05,29,unrelated,fltrust,90,6.308314348321686e-09,6.308314348321686e-09,4.857333199548286e-08,0.3178742306418167,0.02287007431899973,0.39185026916022975,0.9947278634712295,34,34
